5|371103|37507|5001
10|396655|38771|9155
15|385728|37109|9181
20|383370|35420|9114
25|378591|32714|9210
30|398154|31450|9168
35|390403|27598|9148
40|390355|25484|9126
45|391563|22803|9156
50|374147|20341|9150
55|288173|15775|9139
60|325147|16290|9151
65|398021|18932|9187
70|382917|17698|9122
75|398656|17539|9138
80|376940|16346|9185
85|393737|16303|9155
90|388018|15542|9132
95|374421|15244|9144
100|384037|15608|9127
