3|4
3|3
3|3
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|3
3|3
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|3
3|3
3|3
3|3
3|3
3|3
3|3
3|2
3|2
3|2
3|2
3|14
3|3
3|3
3|3
3|2
3|2
3|2
3|3
3|3
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
3|2
5|3
4|3
6|3
5|3
5|3
6|3
5|3
5|3
6|3
4|3
6|3
4|3
5|3
5|3
4|3
6|3
5|3
4|3
5|4
5|3
5|4
4|3
5|3
4|3
4|3
5|3
6|3
5|3
6|3
5|3
4|3
5|3
4|3
5|4
6|3
4|3
4|3
5|4
5|3
5|3
5|4
5|4
5|3
5|4
5|3
5|4
5|3
5|4
5|5
5|3
5|3
6|3
5|3
5|3
5|3
6|3
5|3
5|4
5|3
5|13
5|3
5|3
5|3
5|3
4|3
5|4
4|3
5|4
4|3
6|3
6|3
4|3
6|3
4|3
4|3
6|3
5|3
5|4
5|4
4|3
5|3
6|3
5|3
6|3
5|3
4|3
5|4
5|4
5|3
5|3
5|3
5|3
6|3
4|3
5|3
5|3
4|3
6|3
4|3
4|3
7|5
7|4
6|5
6|5
7|4
7|5
6|4
7|3
7|5
6|5
6|3
6|4
7|3
6|5
7|4
6|3
6|3
7|6
5|3
7|3
6|5
8|6
6|3
7|3
7|5
7|17
6|3
7|4
7|5
7|3
7|3
6|5
6|3
7|4
7|3
6|3
7|3
6|5
6|3
6|5
7|6
8|3
6|3
6|3
7|5
8|3
7|5
7|6
6|5
6|5
6|3
6|112
6|5
6|5
7|4
7|3
6|3
7|5
7|5
6|3
6|3
7|6
9|4
6|4
5|3
5|3
7|7
8|3
8|5
7|3
7|4
7|3
7|3
7|4
5|3
7|4
6|3
6|5
7|3
6|3
6|3
6|3
8|8
8|4
6|3
6|3
7|3
7|3
7|5
8|3
8|3
7|6
8|6
7|4
8|3
6|5
6|5
7|5
6|5
7|4
9|13
8|4
10|11
7|4
7|4
8|4
8|5
9|26
9|4
9|8
7|4
9|47
8|4
6|4
8|7
10|7
9|4
8|7
8|6
8|6
9|4
8|5
10|4
9|4
11|4
8|7
9|4
9|4
10|5
9|8
9|7
8|7
9|4
8|4
10|6
8|4
7|4
9|9
8|4
7|4
10|4
10|4
7|4
9|4
9|10
8|7
11|4
9|13
10|4
9|4
9|5
10|5
10|4
8|4
8|4
7|4
10|8
9|4
9|6
9|7
6|4
9|7
9|4
9|4
7|4
10|22
9|6
9|4
8|5
8|8
9|5
9|13
10|16
9|4
7|4
9|6
7|6
8|7
10|6
10|4
8|6
10|5
7|4
9|4
9|6
9|4
8|7
8|4
10|4
9|8
9|10
8|4
7|6
8|4
11|4
8|6
7|4
10|10
9|5
9|4
12|5
11|11
10|7
10|8
11|6
10|5
8|4
11|8
11|6
11|16
12|4
11|9
10|7
11|5
9|4
13|6
9|6
12|6
14|4
10|10
11|16
10|7
12|6
10|5
11|8
10|6
11|4
10|4
10|6
10|4
12|4
10|7
10|7
9|6
11|4
11|6
10|9
11|5
12|12
12|7
10|9
12|12
10|4
9|17
9|4
10|11
10|4
9|8
11|6
8|6
11|6
11|13
10|4
13|16
11|4
11|4
10|17
10|7
10|14
11|10
11|6
9|6
8|4
10|7
11|8
11|4
10|4
13|7
11|4
9|4
10|22
10|18
13|4
13|11
11|11
12|9
11|4
8|4
10|4
10|8
11|5
12|4
11|4
9|10
9|8
11|4
10|6
11|8
12|17
13|13
10|5
10|14
12|4
11|4
12|18
10|4
9|12
11|4
9|4
10|8
13|5
12|21
12|14
13|13
13|5
13|9
14|18
13|9
12|17
12|21
12|5
14|5
14|18
14|20
12|14
13|35
13|20
13|7
11|7
12|8
12|6
14|11
12|12
12|19
12|13
13|26
12|7
14|12
12|5
13|21
14|13
11|9
14|7
12|22
12|14
13|23
12|27
12|18
11|18
12|12
13|19
14|23
12|8
11|13
14|22
12|16
12|7
11|5
13|5
14|17
12|7
12|5
13|11
11|16
13|8
12|6
14|6
12|11
14|10
11|8
12|24
12|5
13|24
11|8
13|5
12|10
13|7
11|8
11|11
12|13
15|7
12|13
12|13
12|15
11|21
12|34
12|11
13|6
13|16
12|7
12|13
14|9
11|25
11|5
13|12
11|15
12|15
13|14
11|12
11|8
12|12
13|5
15|28
13|5
12|12
13|14
16|9
11|16
12|10
12|7
15|22
15|24
15|28
14|19
16|6
16|13
14|10
16|38
11|13
16|26
16|22
17|8
14|41
14|16
16|33
16|25
12|13
14|31
15|23
14|10
15|5
13|21
14|28
14|11
12|7
14|8
15|6
14|8
15|18
17|10
15|5
15|29
14|7
14|17
14|6
15|10
15|16
14|18
15|11
13|12
14|12
16|31
14|15
16|22
12|6
16|29
17|10
16|21
12|8
15|22
13|21
14|8
15|8
14|80
13|8
13|10
14|11
13|12
14|34
14|14
13|6
16|14
15|52
13|13
16|36
16|12
13|13
14|15
13|12
15|6
12|17
14|8
14|19
15|28
15|5
17|16
15|6
15|22
15|11
12|12
13|5
12|5
14|36
13|9
14|16
14|26
15|15
13|20
16|6
15|36
16|14
13|12
15|51
16|27
13|24
16|67
14|24
14|25
14|31
15|14
16|59
17|6
17|32
17|56
15|57
16|29
17|9
15|26
14|20
17|34
16|12
16|7
15|9
16|91
19|104
18|14
16|23
18|6
17|53
16|17
17|8
17|55
14|17
18|28
16|9
16|20
16|22
16|87
18|31
18|175
17|23
17|60
15|7
17|18
16|14
17|11
17|63
18|7
18|27
18|14
17|9
16|53
16|37
19|20
14|24
17|76
16|6
17|50
14|28
16|20
17|19
16|19
20|42
17|7
17|14
17|14
15|24
13|15
15|28
17|38
17|9
14|16
18|30
15|40
16|8
17|19
16|8
16|6
20|27
17|16
18|6
18|20
16|23
17|46
17|70
17|12
18|20
17|8
16|9
17|83
17|13
15|27
16|11
15|13
17|11
17|16
16|6
16|49
16|8
15|33
17|9
16|6
15|6
17|54
16|42
16|22
16|36
18|34
17|30
16|6
21|111
17|27
15|9
18|22
18|65
20|18
19|24
21|6
18|13
18|23
17|41
19|62
17|67
18|23
18|66
19|115
19|84
20|28
19|17
18|24
18|19
17|11
19|103
20|16
19|7
20|7
20|16
18|26
18|31
19|11
17|14
19|24
17|39
19|40
19|21
19|42
21|33
18|26
18|26
16|6
19|55
15|33
17|19
18|31
18|45
19|29
17|27
20|33
16|22
18|59
17|61
18|26
20|38
19|39
18|61
19|43
17|25
20|37
20|44
18|27
20|162
19|87
19|30
20|35
17|68
18|28
18|16
20|83
19|73
17|32
18|25
17|33
18|61
20|24
19|25
20|29
21|60
15|6
18|71
20|31
17|29
16|46
20|9
16|10
19|60
19|72
15|31
18|105
19|50
19|66
18|110
19|91
20|72
18|38
16|33
20|36
19|29
18|81
20|26
16|10
20|13
21|118
21|86
21|188
18|53
22|174
20|118
20|12
18|34
18|7
23|119
20|23
22|74
22|138
21|158
22|65
20|65
21|78
20|70
19|36
21|68
19|115
19|59
20|47
20|22
18|22
21|47
22|26
20|183
21|24
21|30
22|29
18|73
21|71
22|40
21|33
18|65
21|43
21|138
22|39
20|8
20|75
20|24
22|24
21|134
20|13
22|184
20|28
21|260
20|42
23|60
18|70
20|12
18|38
20|150
20|7
20|99
19|21
20|26
20|10
19|96
21|355
19|25
19|36
19|72
22|30
19|68
20|61
20|33
20|64
22|31
20|245
22|143
18|23
24|129
21|67
19|28
21|27
21|59
21|102
21|191
20|60
17|34
21|26
21|110
20|29
20|88
20|45
20|52
18|102
19|27
21|69
20|47
21|28
18|46
19|76
19|27
16|20
22|47
20|20
21|148
22|141
24|30
21|186
23|21
19|46
25|969
24|142
21|269
22|181
22|37
21|81
25|443
21|82
20|99
20|70
23|126
22|72
22|187
23|21
24|47
21|39
19|285
20|33
21|121
20|34
23|39
21|36
23|145
25|20
24|27
25|256
22|65
22|39
23|197
21|37
21|39
20|72
22|278
23|41
24|470
24|204
23|60
21|53
24|618
23|205
21|61
21|26
21|56
24|252
21|22
22|158
23|33
23|436
22|27
22|119
21|31
23|152
20|48
22|22
23|181
23|60
22|431
21|20
24|40
21|44
22|162
22|41
21|125
20|49
23|38
22|187
23|22
22|10
23|234
26|40
25|820
22|45
20|146
22|61
24|56
24|90
25|123
23|56
20|92
21|30
25|46
21|20
23|154
22|249
23|471
20|28
22|47
21|202
22|53
22|30
23|70
24|31
23|29
20|146
25|263
25|570
24|76
25|421
22|29
24|273
24|115
25|96
26|39
23|200
25|144
24|73
25|75
25|26
24|59
26|11
25|18
23|24
22|120
27|45
25|23
25|130
24|147
22|153
24|136
27|280
25|1038
27|302
23|85
24|126
22|171
23|36
23|8
24|14
24|271
21|35
27|486
24|8
25|50
24|93
26|51
24|750
26|22
24|307
23|21
26|228
27|958
24|89
26|57
23|38
23|358
24|160
25|53
20|149
27|27
24|154
25|832
23|419
24|86
23|21
25|41
25|127
25|11
25|14
27|15
26|997
21|20
22|59
24|34
25|68
20|63
23|26
24|226
24|34
26|110
23|18
26|297
26|137
23|110
23|227
23|225
26|62
24|47
22|29
23|292
24|650
22|12
25|183
26|1074
24|160
25|249
26|115
23|38
24|170
23|41
22|10
25|40
24|129
23|516
24|16
25|19
28|56
27|14
25|62
26|1771
24|75
26|329
27|55
27|67
26|91
26|301
27|121
24|428
28|998
24|179
24|33
25|42
26|41
27|25
27|1394
25|124
28|869
25|26
27|782
27|427
25|186
23|201
27|798
28|515
26|329
28|108
28|521
27|364
28|222
30|741
23|25
28|1220
28|343
29|521
28|183
26|140
27|104
26|119
23|142
23|51
25|456
27|447
27|1375
25|152
24|244
26|109
26|76
27|1050
23|174
27|580
28|61
27|1250
28|1097
27|955
25|121
28|1739
26|301
28|94
27|96
28|1549
23|178
27|150
28|204
25|80
28|664
23|231
26|627
27|677
27|526
27|1167
27|152
26|39
27|611
27|505
25|269
25|14
26|53
26|58
27|64
25|31
29|756
28|370
27|503
26|180
28|612
26|135
28|228
26|163
26|142
26|8
28|99
26|267
23|123
28|22
26|200
30|1065
29|1561
29|87
29|2243
28|1773
28|35
29|853
29|712
28|1553
28|265
28|559
30|61
26|142
27|538
30|2299
30|93
25|210
27|1762
29|1486
30|466
30|245
29|296
30|306
29|76
27|271
29|292
28|169
28|568
30|4104
30|300
30|762
32|226
29|658
27|162
29|265
28|167
29|130
28|233
31|105
31|35
30|52
29|39
27|122
26|351
26|21
27|125
26|359
28|142
29|23
28|52
28|56
29|42
29|92
30|213
28|2115
29|850
28|880
30|352
27|142
29|1056
30|346
27|121
29|96
29|359
27|1472
26|529
28|422
29|153
27|504
28|58
29|22
27|82
30|1101
29|291
28|137
28|263
26|73
28|393
29|2992
27|144
26|28
28|9
29|33
28|75
27|32
29|570
31|1391
29|187
29|489
27|28
27|299
29|749
28|472
26|157
26|76
28|178
29|500
27|924
29|30
27|465
32|1299
30|579
31|215
30|154
32|273
27|281
30|807
28|28
28|18
29|304
31|51
29|536
31|1791
30|46
30|104
31|244
30|58
33|188
34|37
27|319
31|147
29|17
29|995
28|109
31|598
29|53
30|118
28|1606
31|127
28|271
31|678
28|374
30|921
29|633
32|7331
30|380
29|950
28|795
29|850
28|230
30|522
31|698
32|82
29|256
31|2419
30|933
29|152
31|55
29|233
29|51
29|1017
30|632
31|28
30|1417
28|992
29|250
30|872
29|682
30|170
31|414
29|2807
28|1725
30|116
30|899
30|1312
29|64
31|895
31|448
31|31
30|851
32|2771
29|937
30|98
31|1724
30|922
31|5727
32|89
32|719
30|235
31|416
32|1388
30|957
29|421
28|898
30|363
29|411
33|1472
29|2074
33|923
32|178
32|375
30|146
33|14
32|279
32|5146
25|41
25|158
33|142
28|9
30|1747
31|299
31|2485
31|1170
35|7541
30|1128
32|1557
31|2125
31|2536
35|1696
34|840
32|1723
33|232
33|874
34|41
32|363
35|1458
31|332
35|1728
33|121
31|1862
32|15
34|112
32|362
33|276
30|634
33|826
31|538
32|1032
34|6470
32|3079
32|37
33|4449
32|353
31|71
32|366
29|63
31|166
32|183
34|1316
32|117
31|2812
31|573
33|217
33|2117
33|661
32|3576
33|1357
33|1844
30|1931
30|313
33|89
32|2398
34|2625
33|276
32|1432
33|2214
31|1044
31|2242
31|315
30|342
32|658
27|169
33|3124
34|483
29|252
